problem_id,tag,replicate,rho,round,population_size,mean_accuracy,mean_fitness,pass_at_4,distinct_fraction,effective_answers,invalid_fraction,regressions,recoveries,fitness_regressions,fitness_improvements,candidate_ids
432,ELECTRICITY,0,-6.0,0,4,0.0,0.0028301886792452824,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-a2058e4ad89d406b|pilot-eed-tool-20260719-001b72dc3f87458f|pilot-eed-tool-20260719-190a8a75f51648ff|pilot-eed-tool-20260719-98ac9f1ba604409f
432,ELECTRICITY,0,-2.0,0,4,0.0,0.0028301886792452824,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-a2058e4ad89d406b|pilot-eed-tool-20260719-001b72dc3f87458f|pilot-eed-tool-20260719-190a8a75f51648ff|pilot-eed-tool-20260719-98ac9f1ba604409f
432,ELECTRICITY,0,0.0,0,4,0.0,0.0028301886792452824,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-a2058e4ad89d406b|pilot-eed-tool-20260719-001b72dc3f87458f|pilot-eed-tool-20260719-190a8a75f51648ff|pilot-eed-tool-20260719-98ac9f1ba604409f
432,ELECTRICITY,0,2.0,0,4,0.0,0.0028301886792452824,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-a2058e4ad89d406b|pilot-eed-tool-20260719-001b72dc3f87458f|pilot-eed-tool-20260719-190a8a75f51648ff|pilot-eed-tool-20260719-98ac9f1ba604409f
432,ELECTRICITY,0,6.0,0,4,0.0,0.0028301886792452824,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-a2058e4ad89d406b|pilot-eed-tool-20260719-001b72dc3f87458f|pilot-eed-tool-20260719-190a8a75f51648ff|pilot-eed-tool-20260719-98ac9f1ba604409f
688,ELECTRICITY,0,-6.0,0,4,0.0,0.016666666666666663,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-4b8889dba8cb49e4|pilot-eed-tool-20260719-25b44bb9465e4fb8|pilot-eed-tool-20260719-d347b79e320d4c86|pilot-eed-tool-20260719-153f804edc2e439a
688,ELECTRICITY,0,-2.0,0,4,0.0,0.016666666666666663,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-4b8889dba8cb49e4|pilot-eed-tool-20260719-25b44bb9465e4fb8|pilot-eed-tool-20260719-d347b79e320d4c86|pilot-eed-tool-20260719-153f804edc2e439a
688,ELECTRICITY,0,0.0,0,4,0.0,0.016666666666666663,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-4b8889dba8cb49e4|pilot-eed-tool-20260719-25b44bb9465e4fb8|pilot-eed-tool-20260719-d347b79e320d4c86|pilot-eed-tool-20260719-153f804edc2e439a
688,ELECTRICITY,0,2.0,0,4,0.0,0.016666666666666663,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-4b8889dba8cb49e4|pilot-eed-tool-20260719-25b44bb9465e4fb8|pilot-eed-tool-20260719-d347b79e320d4c86|pilot-eed-tool-20260719-153f804edc2e439a
688,ELECTRICITY,0,6.0,0,4,0.0,0.016666666666666663,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-4b8889dba8cb49e4|pilot-eed-tool-20260719-25b44bb9465e4fb8|pilot-eed-tool-20260719-d347b79e320d4c86|pilot-eed-tool-20260719-153f804edc2e439a
36,MECHANICS,0,-6.0,0,4,0.0,0.0,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-abfcf350463447bd|pilot-eed-tool-20260719-fc1cdcce9a3d4cd9|pilot-eed-tool-20260719-3ca5f8eabf4048a6|pilot-eed-tool-20260719-6843ca7bda334671
36,MECHANICS,0,-2.0,0,4,0.0,0.0,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-abfcf350463447bd|pilot-eed-tool-20260719-fc1cdcce9a3d4cd9|pilot-eed-tool-20260719-3ca5f8eabf4048a6|pilot-eed-tool-20260719-6843ca7bda334671
36,MECHANICS,0,0.0,0,4,0.0,0.0,0,1.0,4.0,0.25,0,0,0,0,pilot-eed-tool-20260719-abfcf350463447bd|pilot-eed-tool-20260719-fc1cdcce9a3d4cd9|pilot-eed-tool-20260719-3ca5f8eabf4048a6|pilot-eed-tool-20260719-6843ca7bda334671
