rho,round,n,mean_accuracy_mean,mean_accuracy_se,mean_fitness_mean,mean_fitness_se,pass_at_4_mean,pass_at_4_se,distinct_fraction_mean,distinct_fraction_se,effective_answers_mean,effective_answers_se,invalid_fraction_mean,invalid_fraction_se,regressions,recoveries,fitness_regressions,fitness_improvements
-6.0,0,8,0.0,0.0,0.10378787878787879,0.05093802034905469,0.0,0.0,0.875,0.0668153104781061,3.3666666666666667,0.33022358947782493,0.03125,0.03125,0.0,0.0,0.0,0.0
-6.0,1,8,0.0,0.0,0.021484374999999997,0.018178008039482267,0.0,0.0,0.59375,0.08097480869293328,2.1416666666666666,0.33296110168921417,0.03125,0.03125,0.0,0.0,0.0,0.0
-6.0,2,8,0.0,0.0,0.0031249999999999993,0.0031249999999999993,0.0,0.0,0.53125,0.07376210554401029,2.025,0.30807582554578067,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,3,8,0.0,0.0,0.07803030303030303,0.05257715520492219,0.0,0.0,0.5,0.0668153104781061,1.8166666666666667,0.22912878474779197,0.03125,0.03125,0.0,0.0,0.0,0.0
-6.0,4,8,0.0,0.0,0.021780303030303032,0.013522211905248419,0.0,0.0,0.59375,0.04574531591946249,2.15,0.16220210790715328,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,5,8,0.0,0.0,0.08346354166666667,0.05405366729702702,0.0,0.0,0.4375,0.0625,1.5583333333333333,0.20545632525503219,0.0,0.0,0.0,0.0,0.0,0.0
-6.0,6,8,0.0,0.0,0.07994791666666666,0.052151647906276924,0.0,0.0,0.5625,0.0625,2.025,0.21746647251166476,0.0625,0.0625,0.0,0.0,0.0,0.0
0.0,0,8,0.0,0.0,0.10378787878787879,0.05093802034905469,0.0,0.0,0.875,0.0668153104781061,3.3666666666666667,0.33022358947782493,0.03125,0.03125,0.0,0.0,0.0,0.0
0.0,1,8,0.09375,0.09374999999999999,0.14598721590909092,0.09465939111240175,0.125,0.125,0.59375,0.08097480869293328,2.1416666666666666,0.33296110168921417,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2,8,0.0,0.0,0.05416666666666667,0.05416666666666667,0.0,0.0,0.625,0.0472455591261534,2.183333333333333,0.1884565547171894,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3,8,0.0,0.0,0.07513020833333334,0.03563071995076818,0.0,0.0,0.625,0.0472455591261534,2.2333333333333334,0.17228621442976702,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,8,0.0,0.0,0.04543087121212121,0.01752103018923623,0.0,0.0,0.65625,0.04574531591946249,2.2666666666666666,0.19518001458970657,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5,8,0.0,0.0,0.030982819264069265,0.018124156983398892,0.0,0.0,0.6875,0.07834789631600109,2.4916666666666667,0.31191612120354834,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6,8,0.0,0.0,0.0642282196969697,0.04793518323760004,0.0,0.0,0.65625,0.04574531591946249,2.2666666666666666,0.19518001458970657,0.03125,0.03125,0.0,0.0,0.0,0.0
2.0,0,8,0.0,0.0,0.10378787878787879,0.05093802034905469,0.0,0.0,0.875,0.0668153104781061,3.3666666666666667,0.33022358947782493,0.03125,0.03125,0.0,0.0,0.0,0.0
2.0,1,8,0.09375,0.09374999999999999,0.21274181547619048,0.0959499116039163,0.125,0.125,0.625,0.0668153104781061,2.1666666666666665,0.31244047052046187,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2,8,0.09375,0.09374999999999999,0.20469933712121213,0.09934945880711303,0.125,0.125,0.59375,0.0657630351011439,2.1083333333333334,0.23160499350375197,0.0,0.0,0.0,0.0,0.0,0.0
2.0,3,8,0.0625,0.0625,0.12733191287878787,0.06142133591607546,0.125,0.125,0.65625,0.0657630351011439,2.45,0.2629955639676583,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4,8,0.0,0.0,0.09127604166666667,0.05460202273269495,0.0,0.0,0.59375,0.08097480869293328,2.1416666666666666,0.33296110168921417,0.0,0.0,0.0,0.0,0.0,0.0
2.0,5,8,0.0625,0.0625,0.1933407738095238,0.08095081659082402,0.125,0.125,0.59375,0.09374999999999999,2.2,0.35790395093549615,0.03125,0.03125,0.0,0.0,0.0,0.0
2.0,6,8,0.125,0.125,0.21357717803030302,0.12402759393961703,0.125,0.125,0.65625,0.11512318712703239,2.533333333333333,0.4692107523903626,0.0,0.0,0.0,0.0,0.0,0.0
