problem_id,tag,replicate,rho,round,population_size,mean_accuracy,mean_fitness,pass_at_4,distinct_fraction,effective_answers,invalid_fraction,regressions,recoveries,fitness_regressions,fitness_improvements,candidate_ids
443,ELECTRICITY,0,-6.0,0,4,0.0,0.024999999999999994,0,1.0,4.0,0.25,0,0,0,0,primary-eed-tool-20260719-10221d3a98d64706|primary-eed-tool-20260719-1305e938e04d4890|primary-eed-tool-20260719-764fc3d79e6142cd|primary-eed-tool-20260719-5223521dfeec44ba
443,ELECTRICITY,0,-2.0,0,4,0.0,0.024999999999999994,0,1.0,4.0,0.25,0,0,0,0,primary-eed-tool-20260719-10221d3a98d64706|primary-eed-tool-20260719-1305e938e04d4890|primary-eed-tool-20260719-764fc3d79e6142cd|primary-eed-tool-20260719-5223521dfeec44ba
443,ELECTRICITY,0,0.0,0,4,0.0,0.024999999999999994,0,1.0,4.0,0.25,0,0,0,0,primary-eed-tool-20260719-10221d3a98d64706|primary-eed-tool-20260719-1305e938e04d4890|primary-eed-tool-20260719-764fc3d79e6142cd|primary-eed-tool-20260719-5223521dfeec44ba
443,ELECTRICITY,0,2.0,0,4,0.0,0.024999999999999994,0,1.0,4.0,0.25,0,0,0,0,primary-eed-tool-20260719-10221d3a98d64706|primary-eed-tool-20260719-1305e938e04d4890|primary-eed-tool-20260719-764fc3d79e6142cd|primary-eed-tool-20260719-5223521dfeec44ba
443,ELECTRICITY,0,6.0,0,4,0.0,0.024999999999999994,0,1.0,4.0,0.25,0,0,0,0,primary-eed-tool-20260719-10221d3a98d64706|primary-eed-tool-20260719-1305e938e04d4890|primary-eed-tool-20260719-764fc3d79e6142cd|primary-eed-tool-20260719-5223521dfeec44ba
443,ELECTRICITY,1,-6.0,0,4,0.0,0.007142857142857145,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-fcaef870e99e4052|primary-eed-tool-20260719-bfa7aa9854a445b3|primary-eed-tool-20260719-4d2dfdf10a1146bf|primary-eed-tool-20260719-68666c4c4ed544e4
443,ELECTRICITY,1,-2.0,0,4,0.0,0.007142857142857145,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-fcaef870e99e4052|primary-eed-tool-20260719-bfa7aa9854a445b3|primary-eed-tool-20260719-4d2dfdf10a1146bf|primary-eed-tool-20260719-68666c4c4ed544e4
443,ELECTRICITY,1,0.0,0,4,0.0,0.007142857142857145,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-fcaef870e99e4052|primary-eed-tool-20260719-bfa7aa9854a445b3|primary-eed-tool-20260719-4d2dfdf10a1146bf|primary-eed-tool-20260719-68666c4c4ed544e4
443,ELECTRICITY,1,2.0,0,4,0.0,0.007142857142857145,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-fcaef870e99e4052|primary-eed-tool-20260719-bfa7aa9854a445b3|primary-eed-tool-20260719-4d2dfdf10a1146bf|primary-eed-tool-20260719-68666c4c4ed544e4
443,ELECTRICITY,1,6.0,0,4,0.0,0.007142857142857145,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-fcaef870e99e4052|primary-eed-tool-20260719-bfa7aa9854a445b3|primary-eed-tool-20260719-4d2dfdf10a1146bf|primary-eed-tool-20260719-68666c4c4ed544e4
458,ADVANCED,0,-6.0,0,4,0.0,0.24062499999999998,0,1.0,4.0,0.0,0,0,0,0,primary-eed-tool-20260719-1f64ada558b842d3|primary-eed-tool-20260719-723ef8bf954b4fa1|primary-eed-tool-20260719-fe020ad0b5964084|primary-eed-tool-20260719-346672ceedf24e7f
